"Raman Shift [cm -1]","RD1","RD2","RD3","RD4","RD5","RD6","RD7","RD8","RD9"
"1415","227.85","118.44","274.12","573.41","886.92","420.31","422.19","124.61","224.92"
"1416","233.98","118.31","275.26","575.37","889.64","422.35","424.43","125.28","225.49"
"1417","240.45","117.99","275.85","576.8","891.64","424.38","426.38","125.63","226.08"
"1418","244.18","117.28","275.92","577.58","892.82","425.2","427.84","125.58","226.65"
"1419","243.59","116.31","275.56","577.69","893.1","425.04","428.42","125.08","226.59"
"1420","241.88","115.24","274.81","576.74","892.26","424.06","428.12","124.34","226.37"
"1421","240.07","114.27","273.73","574.79","889.62","422.35","426.91","123.47","224.95"
"1422","238.34","113.57","272.39","571.93","885.59","420.09","424.79","122.48","223.62"
"1423","236.8","112.95","270.83","568.18","880.58","417.13","421.46","121.4","221.72"
"1424","234.56","112.56","269.07","563.68","874.9","413.63","417.59","120.33","219.16"
"1425","232.32","111.94","267.17","558.76","869.13","409.82","413.57","119.1","215.67"
"1426","230.13","111.3","265.17","554","863.4","405.92","409.75","118.08","212.83"
"1427","228.2","110.92","263.17","549.31","857.39","402.11","406.5","116.97","209.98"
"1428","226.5","110.55","261.31","544.88","851.22","398.63","403.86","115.97","208.92"
"1429","225.02","110.23","259.81","540.93","844.98","395.63","401.87","115.15","209.31"
"1430","223.88","110.2","258.58","537.7","838.81","393.22","400.41","114.68","210.54"
"1431","222.95","110.1","257.57","535.24","832.88","391.25","399.61","114.14","213.56"
"1432","222.15","110.01","256.7","533.42","827.47","389.62","399.26","113.36","216.14"
"1433","221.46","110","255.78","531.91","822.56","388.29","398.91","112.81","218.09"
"1434","220.82","109.72","254.84","531","818.5","387.11","398.09","112.54","219.33"
"1435","216.98","109.19","253.64","530.14","815.46","385.85","397.05","112.58","218.42"
"1436","217.42","108.54","252.16","529.08","813.1","384.46","395.91","112.59","216.83"
"1437","218.04","108.09","250.47","527.66","811.46","382.84","394.71","112.73","215.4"
"1438","218.1","107.64","248.7","525.81","810.41","381.22","393.52","112.93","214.98"
"1439","217.84","107.41","246.96","523.6","809.77","379.58","392.07","112.84","214.33"
"1440","217.45","107.2","245.33","521.16","809.41","378","390.22","113.01","213.47"
"1441","216.94","107.3","243.86","518.6","809.28","376.45","388.26","113.05","212.36"
"1442","216.36","107.48","242.85","515.76","809.54","375.01","386.31","112.74","211.11"
"1443","215.75","107.84","242.22","512.97","809.83","373.72","384.45","112.16","209.92"
"1444","215.14","108.25","241.72","510.52","809.94","372.52","382.79","111.42","208.65"
"1445","214.54","108.7","241.33","508.93","809.04","371.51","381.83","110.51","207.2"
"1446","213.95","109.19","240.98","508.21","806.67","370.67","381.2","109.67","205.9"
"1447","213.38","109.83","240.61","508.12","803.21","370.3","380.98","108.66","204.8"
"1448","212.84","110.12","240.23","508.28","798.87","370.31","380.84","107.9","204.16"
"1449","212.3","110.19","239.82","508.62","793.88","370.58","380.21","106.98","203.76"
"1450","211.76","109.82","239.35","509.08","788.66","370.97","378.71","106.2","203.66"
"1451","211.22","108.89","238.81","509.47","783.68","371.41","376.62","105.21","203.87"
"1452","210.69","107.67","238.22","509.94","778.94","371.76","374.53","104.75","204.02"
"1453","210.15","106.5","237.45","510.34","774.7","372.02","372.36","104.91","204.01"
"1454","209.59","105.15","236.61","510.41","771.05","372.21","371.27","105.64","203.85"
"1455","208.95","103.84","235.79","509.89","768.03","372.23","371.68","106.64","203.71"
"1456","208.03","102.76","234.98","509.28","765.65","372.09","372.74","107.51","203.56"
"1457","206.88","101.75","234.34","509.48","763.85","371.84","374.09","108.28","203.46"
"1458","205.75","100.85","234.03","510.26","762.66","371.47","375.45","108.91","203"
"1459","204.85","100.11","234.05","511.36","762.29","370.98","376.68","109.37","202.64"
"1460","204.84","99.61","234.44","512.5","762.78","370.18","377.62","109.81","202.59"
"1461","205.5","99.51","235.23","513.65","764.11","369.11","378.06","110.13","202.74"
"1462","206.61","99.66","236.39","514.76","766.24","367.93","377.5","109.86","203.01"
"1463","207.88","100.14","237.9","515.86","769.03","366.64","376.19","109.49","203.32"
"1464","209.15","100.84","239.59","516.89","772.23","365.42","374.56","110.91","203.57"
"1465","210.31","101.75","241.55","517.87","775.72","364.73","373.28","112.57","203.66"
"1466","211.32","102.73","243.62","518.79","779.52","364.49","372.95","113.09","203.99"
"1467","212.18","103.38","245.57","519.57","783.58","364.86","373.23","113.02","204.09"
"1468","212.81","103.56","247.44","520.23","787.57","365.71","373.96","112.6","204.36"
"1469","213.24","103.52","248.87","520.69","791.17","366.91","374.7","111.92","204.92"
"1470","213.38","103.52","249.95","520.72","793.84","368.31","375.25","111.07","205.28"
"1471","213.29","103.49","250.26","520","795.66","369.67","375.9","110.03","205.56"
"1472","212.83","103.6","249.83","519.15","796.6","370.78","376.53","108.62","205.4"
"1473","212.08","103.81","248.74","517.8","796.39","371.62","377.07","107.37","205.06"
"1474","211.06","104.09","247.39","516.1","794.98","372.18","377.49","106.7","204.29"
"1475","209.85","104.14","246.07","514.27","792.47","372.36","377.74","106.03","203.44"
"1476","208.55","104.19","244.59","512.73","788.21","372.18","376.92","105.83","202.02"
"1477","207.19","104.04","243.08","511.54","782.96","371.43","375.17","106.1","200.72"
"1478","206.1","103.86","241.58","510.38","777.23","370.09","373.15","105.87","199.36"
"1479","205.17","103.73","240.12","508.79","772.49","368.34","370.92","105.28","198.57"
"1480","204.29","103.72","238.72","506.84","768.08","366.36","368.51","104.16","198.06"
"1481","203.19","103.76","237.47","505.07","764.15","364.28","366.11","103.28","197.78"
"1482","201.97","103.86","236.37","503.53","760.9","362.38","363.77","102.56","198.11"
"1483","200.8","104.18","235.41","501.45","758.37","360.89","361.81","102.02","198.77"
"1484","199.79","104.19","234.66","499.46","756.61","359.73","360.31","101.6","199.8"
"1485","199.06","104.62","234.11","498.28","755.69","359.08","359.37","101.37","200.45"
"1486","198.84","104.1","233.73","497.84","755.66","358.72","359.16","101.46","200.98"
"1487","199.02","103.21","233.52","497.9","756.54","358.77","359.54","101.7","201.25"
"1488","199.63","102.14","233.55","498.48","758.5","359.3","360.49","102.04","201.56"
"1489","200.59","101.17","233.88","498.85","761.3","360.38","362.02","102.67","202.01"
"1490","202.06","100.37","234.55","499.81","765.21","362.14","364.1","103.77","202.38"
"1491","204.03","99.71","235.56","501.97","770.05","364.74","366.73","104.95","202.3"
"1492","206.26","99.43","237.01","505.45","775.9","368.34","369.83","106.25","202.26"
"1493","208.76","99.62","238.9","510.28","782.76","372.86","373.53","107.66","202.84"
"1494","211.49","100.28","241.29","516.61","790.77","378.34","377.86","109.37","203.86"
"1495","214.38","101.33","244.15","524.43","800.03","384.61","382.82","111.18","205.61"
"1496","217.42","103.15","247.52","533.75","810.71","391.61","387.97","112.79","207.97"
"1497","220.54","105.19","251.44","544.38","823.58","399.32","392.34","114.19","211.53"
"1498","223.87","107.42","255.93","556.04","838.12","407.82","396.5","116.33","215.55"
"1499","227.44","109.71","260.92","568.43","855.17","417.37","401.39","119.08","221.15"
"1500","231.24","112.09","266.44","581.48","874.13","427.76","407.01","122.65","227.21"
"1501","235.29","114.54","272.39","595.01","892.2","438.88","413.61","126.68","233.74"
"1502","239.57","117.1","278.73","608.92","909.78","450.35","421.08","130.33","240.53"
"1503","244.11","120.01","285.4","623.21","927.7","461.83","429.15","133.8","247.55"
"1504","248.89","122.9","292.34","637.59","945.94","473.11","437.69","136.88","254.44"
"1505","253.93","125.86","299.17","651.44","964.97","483.88","445.96","138.44","260.7"
"1506","259.34","128.69","306","664.04","984.73","494.06","454.17","139.78","266.71"
"1507","264.96","131.36","312.79","675.1","1005.58","503.38","462.13","140.94","272.27"
"1508","270.73","133.57","319.77","684.6","1023.2","511.51","469.41","141.96","276.82"
"1509","276.56","135.4","326.32","692.97","1038.15","518.05","475.55","142.81","280.97"
"1510","282.22","136.65","331.52","699.64","1051.06","523.67","480.23","143.81","284.43"
"1511","286.91","137.49","335.07","703.49","1061.66","527.87","483.04","144.92","286.63"
"1512","290.66","138.06","336.94","704.6","1069.06","529.49","482.3","145.79","287.74"
"1513","293.12","138.47","337.18","703.4","1072","528.41","480.84","146.06","287.66"
"1514","293.35","138.15","335.84","699.59","1070.63","524.81","476.53","145.2","285.63"
"1515","292.77","137.33","332.9","693.43","1061.29","518.01","472.26","144.14","282.62"
"1516","291.41","136.25","328.47","685.23","1047.85","510.51","467.68","142.84","278.58"
"1517","288.92","134.72","322.39","675.41","1031.9","501.3","462.66","141.18","273.53"
"1518","285.31","132.72","315.02","664.17","1014.39","490.93","457.25","139.09","268.09"
"1519","274.89","130.44","308.15","651.55","995.89","479.84","451.25","136.77","262.44"
"1520","269.23","127.92","301.55","637.99","976.9","468.5","444.53","134.24","256.36"
"1521","265.83","125.36","295.04","624.14","957.96","457.22","436.08","131.23","249.81"
"1522","261.91","122.86","288.7","610.3","939.18","446.01","426.71","128.4","243.36"
"1523","256.2","120.57","282.51","596.47","920.08","435.04","416.84","125.78","236.63"
"1524","249.47","118.52","276.54","583.19","901.07","424.59","407.44","123.37","230.37"
"1525","242.53","116.69","270.76","570.65","884.96","415.93","399.09","121","224.37"
"1526","235.87","114.56","265.07","559.22","873.38","409.7","393.22","118.74","219.29"
"1527","229.78","112.28","259.67","549.26","865.41","405.29","387.78","116.55","215.43"
"1528","224.41","109.96","254.63","540.83","860.29","402.56","382.92","114.76","212.24"
"1529","219.79","107.82","250.12","533.94","857.65","401.32","376.99","113.14","209.68"
"1530","215.82","106.07","246.15","528.62","857.37","401.58","371.77","111.88","207.77"
"1531","212.52","104.8","242.82","524.89","859.4","403.38","367.74","110.93","206.43"
"1532","210","103.83","240.09","522.49","863.89","406.56","364.84","110.2","205.37"
"1533","208.29","103.09","238.08","520.88","870.61","410.85","363.02","109.62","204.63"
"1534","207.26","102.38","236.77","519.87","879.06","416.07","362.19","109.33","204.29"
"1535","206.87","101.75","236.16","519.27","889.01","421.55","362.34","109.22","204.76"
"1536","206.95","101.08","236.03","519.13","898.71","426.89","363.8","109.07","205.2"
"1537","207.46","100.37","236.36","519.03","909.65","432.6","363.09","108.84","205.41"
"1538","208.16","99.75","237.29","518.34","920.11","438.42","361.08","108.44","205.57"
"1539","208.77","99.3","238.52","516.98","929.45","443.36","358.4","107.82","205.68"
"1540","209.13","98.96","239.53","515.02","937.47","447.09","355.4","106.86","205.52"
"1541","208.95","98.84","239.16","512.36","944.17","449.48","352.48","105.72","205.35"
"1542","208.07","98.92","238.06","508.73","949.48","450.86","349.89","104.57","205.12"
"1543","206.62","98.66","236.43","504.52","953.27","451.31","347.61","103.22","204.59"
"1544","204.73","98.33","234.48","500.22","955.72","451.13","345.62","101.77","204.04"
"1545","202.56","97.82","232.28","495.92","957.61","450.17","343.99","100.26","203.13"
"1546","200.27","97.1","230.25","491.73","959.56","448.77","342.77","98.74","202.18"
"1547","197.94","96.3","228.09","487.71","961.82","447.25","341.27","97.15","201.14"
"1548","195.58","95.3","225.99","483.75","964.49","445.91","338.8","95.56","199.88"
"1549","193.24","94.21","223.96","479.95","967.66","445.26","336.13","94.24","198.38"
"1550","191.01","93.19","222.12","476.36","971.55","445.52","333.29","93.83","196.54"
"1551","189.28","92.22","220.82","472.98","976.23","446.57","330.55","93.11","194.63"
"1552","187.99","91.51","220.45","469.85","981.6","448.4","328.04","92.32","192.58"
"1553","187.03","90.82","220.23","466.85","987.9","451.03","325.83","91.56","190.93"
"1554","186.42","90.1","219.98","464","995.13","454.43","323.94","90.7","189.23"
"1555","186.05","89.3","219.36","461.37","1003.41","458.37","322.51","89.85","187.45"
"1556","185.85","88.55","218.56","458.99","1012.04","462.56","321.42","89.09","185.32"
"1557","185.78","87.92","217.54","456.79","1020.93","466.79","320.69","88.34","183.29"
"1558","185.73","87.32","216.44","454.83","1030","470.97","320.33","87.68","181.72"
"1559","185.66","86.79","215.14","453.24","1039.47","475.03","319.38","87.16","180.49"
"1560","185.5","86.28","213.84","452.01","1049.17","478.97","318.2","86.8","179.58"
"1561","185.11","85.85","212.54","451.02","1058.95","482.89","317.2","86.63","178.99"
"1562","184.5","85.46","211.38","450.21","1068.64","486.73","316.42","86.28","178.98"
"1563","183.7","85.08","210.3","449.56","1078.33","490.36","315.99","85.91","179.34"
"1564","182.72","84.83","209.32","449.08","1088.36","493.82","315.78","85.72","180.01"
"1565","181.57","84.6","208.57","448.77","1098.79","497.22","315.59","85.73","180.69"
"1566","180.37","84.46","208.09","448.66","1109.61","500.67","315.28","85.84","181.52"
"1567","179.26","84.16","207.62","448.91","1120.94","504.17","314.77","85.79","182.15"
"1568","178.22","83.68","206.99","449.28","1132.63","507.73","314.06","85.56","182.61"
"1569","177.19","83.34","206.08","449.73","1144.22","511.41","313.06","85.17","182.9"
"1570","176.28","83.19","205.32","450.34","1155.79","514.96","312.09","84.66","183.19"
"1571","175.52","83.15","204.94","451.02","1167.18","518.57","311.33","83.99","183.42"
"1572","175.17","83.26","205.17","451.81","1178.06","522.22","310.53","83.22","183.35"
"1573","175.12","83.63","205.78","452.65","1188.63","526.06","309.56","82.28","183.34"
"1574","175.35","84.21","206.63","453.71","1199.07","530.13","308.51","81.14","183.44"
"1575","175.91","84.64","207.7","454.81","1209.13","534.18","307.51","79.99","183.49"
"1576","176.75","85.02","208.77","455.78","1218.83","537.66","306.61","78.98","183.28"
"1577","177.08","85.34","209.96","456.72","1229.03","540.8","305.87","78.08","183.06"
"1578","177.21","85.56","210.73","457.94","1240.31","544.41","305.31","77.4","182.98"
"1579","177.28","85.68","211.03","459.34","1250.76","548.22","304.95","77.04","183.06"
"1580","177.35","85.71","210.82","460.32","1260.21","552.57","304.82","76.8","183.35"
"1581","176.69","85.67","210.66","460.9","1269.1","557.44","304.92","76.83","183.84"
"1582","176.41","85.72","211.02","461.47","1277.7","562.65","305.25","76.86","184.59"
"1583","176.55","85.89","211.79","461.99","1286.28","568.67","305.78","77.11","185.4"
"1584","177.19","85.98","212.68","462.57","1295.12","574.72","306.45","77.29","186.32"
"1585","178.16","85.94","213.63","463.44","1304.53","580.76","307.25","77.36","187.33"
"1586","179.1","85.9","214.48","464.57","1314.61","586.61","308.15","77.49","188.43"
"1587","179.86","85.38","215.22","466.04","1326.42","592.32","309.16","77.64","189.74"
"1588","180.55","86.6","216.11","467.77","1339.91","597.85","310.25","77.78","191.28"
"1589","181.33","88.41","217.13","469.64","1355.11","603.16","311.4","78.02","193.14"
"1590","182.14","89.51","218.24","471.16","1370.92","608.14","312.71","78.31","195.07"
"1591","182.95","90.29","219.45","472.72","1386.92","612.86","314.26","78.53","196.85"
"1592","183.63","90.9","220.71","474.48","1402.29","617.59","315.87","78.63","198.47"
"1593","184.12","91.45","221.94","476.27","1416.43","622.47","317.51","78.61","200.04"
"1594","184.38","91.92","222.98","478.22","1428.98","627.54","319.04","78.54","201.56"
"1595","184.38","92.35","223.69","480.4","1440.73","632.72","320.47","78.53","202.84"
"1596","184.19","92.6","224.1","482.66","1452.06","637.97","321.81","78.69","203.91"
"1597","183.83","92.72","223.96","484.68","1463.13","643.11","322.78","78.91","204.81"
"1598","183.31","92.68","223.57","486.28","1473.42","647.42","323.32","79.06","205.36"
"1599","182.66","92.54","223.28","487.08","1482.87","651.12","323.15","79.25","205.56"
"1600","181.82","92.29","223.08","487.46","1491.96","655.1","322.32","79.34","205.28"
"1601","181.13","91.76","222.82","487.34","1500.48","659.23","321.28","79.25","204.5"
"1602","180.86","91.22","222.4","487.09","1508.01","663.02","320.27","79.08","203.43"
"1603","180.66","90.74","221.91","487.11","1514.79","667.01","319.59","78.89","202.19"
"1604","180.66","90.23","221.3","487.12","1521.59","670.32","319.17","78.57","200.93"
"1605","181.17","89.55","220.49","486.78","1528.18","673.28","318.94","78.19","199.7"
"1606","181.7","88.8","219.49","486.56","1534.21","674.87","318.75","77.83","198.77"
"1607","181.99","88.14","218.64","486.11","1541.85","675.6","318.52","77.49","198.06"
"1608","182.3","87.58","218.01","485.51","1549.02","675.17","317.89","77.12","197.51"
"1609","182.45","87.15","217.51","484.67","1555.89","673.53","317.14","76.7","197.15"
"1610","182.48","86.92","217.03","483.42","1562.72","671.48","316.48","76.18","196.85"
"1611","182.27","86.94","216.51","482.03","1569.4","670.4","314.99","75.55","196.56"
"1612","181.91","87.08","216.04","480.98","1576.64","670.68","313.05","74.85","196.26"
"1613","181.31","87.24","215.48","479.69","1584.9","672.51","310.94","74.19","195.91"
"1614","180.43","87.32","214.93","478.37","1593.5","675.8","308.85","73.65","195.61"
"1615","179.42","87.36","214.42","477.15","1602.42","680.64","306.6","73.25","195.31"
"1616","178.21","87.3","213.82","476.31","1611.75","687.81","303.98","72.88","195.02"
"1617","176.77","87.14","212.98","475.74","1621.28","695.46","301.73","72.43","194.76"
"1618","175.13","86.84","212.06","475.24","1631.05","702.02","300.08","71.99","194.51"
"1619","173.56","86.39","211.45","474.89","1640.82","707.88","298.97","71.6","194.25"
"1620","172.34","85.89","211.14","474.8","1650.65","713.28","298.21","71.22","193.98"
"1621","171.24","85.36","210.75","474.97","1660.89","718.37","297.53","70.92","193.71"
"1622","170.31","84.83","210.26","475.38","1671.53","723.06","296.83","70.69","193.41"
"1623","169.75","84.27","209.76","476.14","1682.95","727.58","296.08","70.57","193.1"
"1624","169.45","83.73","209.38","477.02","1694.7","732.18","295.42","70.53","192.79"
"1625","169.43","83.24","209.11","477.99","1709.4","736.63","294.91","70.54","192.43"
"1626","169.47","82.77","208.92","479.34","1725.61","740.54","294.62","70.63","192.05"
"1627","169.83","82.36","208.97","480.93","1725.7","744.13","294.49","70.77","191.65"
"1628","170.39","81.94","209.38","482.18","1723.69","747.33","294.48","70.89","191.25"
"1629","171.47","81.51","209.65","483.07","1719.61","750.34","294.47","71","190.87"
"1630","172.55","81.09","209.99","482.85","1718.07","751.43","294.36","71.11","190.42"
"1631","173.16","80.66","210.15","481.12","1717.57","750.54","294.1","70.94","189.82"
"1632","173.26","80.23","210.3","478.33","1718.57","748.45","293.73","70.51","189.19"
"1633","173.24","79.76","210.39","475.42","1721.85","746.1","293.25","69.97","188.56"
"1634","172.98","79.27","210.24","471.69","1725.67","743.3","292.9","69.34","187.93"
"1635","172.57","78.68","209.96","468.21","1727.09","740.2","292.65","68.47","187.35"
"1636","172.21","77.94","209.7","465.48","1728.9","737.6","292.4","67.65","186.92"
"1637","171.96","77.26","209.3","463.51","1728.16","734.87","292.13","66.91","186.56"
"1638","171.81","76.73","208.95","461.77","1727.58","732.03","291.76","66.35","186"
"1639","171.44","76.38","208.75","459.94","1725.32","729.12","291.14","65.81","185.5"
"1640","170.98","76.23","208.37","458.52","1723.47","725.94","290.25","65.26","185.09"
"1641","170.59","76.26","207.65","457.66","1719.85","723.24","289.28","64.95","185.13"
"1642","170.15","76.47","206.9","457.67","1715.71","720.91","288.3","64.73","185.24"
"1643","169.74","77.01","206.32","458.11","1711.54","719.54","287.4","64.63","185.44"
"1644","169.38","77.76","205.86","459.86","1707.61","719.08","287.04","64.63","185.64"
"1645","169.15","78.16","205.5","461.94","1702.91","718.91","286.96","64.68","185.64"
"1646","168.78","78.2","204.99","464.23","1697.47","718.27","286.89","64.8","185.36"
"1647","168.42","78.08","204.76","466.44","1693.08","717.7","286.68","64.95","185.07"
"1648","168.05","78.04","204.66","467.73","1690.14","717.75","286.3","65.29","184.85"
"1649","167.43","77.89","204.16","468.71","1687.87","718","285.78","65.6","184.72"
"1650","166.68","77.68","203.5","468.93","1686.61","718.06","285.21","65.68","185.22"
"1651","166.09","77.33","202.71","468.36","1686.05","718.66","284.61","65.83","185.44"
"1652","165.72","76.88","201.74","467.4","1685.7","718.77","283.92","65.79","185.32"
"1653","165.51","76.27","200.63","466.25","1684.98","718.46","283.15","65.72","184.22"
"1654","165.03","75.58","199.48","465.16","1684.28","717.96","282.4","65.61","183.35"
"1655","164.35","75","198.53","463.69","1683.61","716.78","281.75","65.26","182.54"
"1656","163.64","74.59","197.79","461.85","1682.59","715.92","281.4","64.8","181.69"
"1657","162.95","74.38","197.28","460.22","1680.7","714.77","281.19","64.23","180.87"
"1658","162.75","74.42","197.03","458.8","1677.9","713.94","281.1","63.62","180.09"
"1659","162.63","74.77","196.55","457.61","1672.25","713.74","281.09","63.09","179.26"
"1660","162.62","75.12","196.3","456.95","1667.81","714.48","281.11","62.76","177.93"
"1661","162.78","75.44","196.1","457.02","1663.59","716.54","281.11","62.68","176.57"
"1662","163.14","75.78","195.65","456.88","1659.39","718.8","281.1","62.64","175.6"
"1663","163.14","76.13","195.28","456.96","1654.74","720.69","280.9","62.65","175.06"
"1664","162.06","76.34","194.65","457.26","1650.02","721.37","280.5","62.65","174.75"
"1665","161.29","76.46","193.98","457.93","1644.78","721.13","280.19","62.83","174.86"
"1666","160.87","76.62","193.32","458.51","1639.85","720.33","279.97","63.15","175.2"
"1667","160.55","76.82","192.33","459.07","1636.01","718.84","279.92","63.69","175.66"
"1668","160.35","77.01","191.34","458.93","1632.24","715.37","279.89","64.48","176.13"
"1669","160.14","76.85","190.09","458.64","1628.42","711.96","279.76","65.29","176.53"
"1670","160.15","76.9","189.28","458.38","1624.68","708.86","279.52","66.18","176.79"
"1671","160.68","76.99","188.98","457.74","1621.09","705.15","279.18","66.93","176.86"
"1672","161.56","77.01","189.3","456.63","1617.3","701.5","278.66","67.55","176.79"
"1673","162.61","76.99","190.05","454.09","1613.97","698.91","278.02","68.04","176.64"
"1674","163.47","77.11","191.11","452.55","1610.91","696.89","277.37","68.3","176.26"
"1675","163.84","77.22","192.69","451.69","1608.18","695.07","277.18","68.43","175.75"
"1676","163.73","77.14","194.71","451.67","1606.06","694.56","277.11","68.38","175.15"
"1677","163.32","76.69","196.58","451.99","1604.43","694.51","276.98","68.14","174.83"
"1678","162.83","76.35","197.69","452.65","1603.03","694.52","276.56","67.79","175.09"
"1679","162.24","76","197.77","453.28","1601.93","695.2","275.89","67.26","175.65"
"1680","161.34","75.76","197.82","453.76","1601.71","695.19","274.95","66.83","176.25"
"1681","160.16","75.53","197.57","453.72","1600.76","695.14","273.86","66.59","176.81"
"1682","158.91","75.14","195.99","453.25","1598.62","694.72","272.72","66.37","177.25"
"1683","157.82","74.75","194.85","453.93","1595.95","693.98","271.61","66.19","177.53"
"1684","156.87","74.4","193.73","453.82","1593.32","692.7","270.65","66.24","177.57"
"1685","156.37","74.15","192.78","452.75","1591.07","690.42","269.84","66.36","177.28"
"1686","156.95","73.98","191.8","450.85","1587.92","687.36","269.27","66.31","176.66"
"1687","157.16","73.86","190.85","448.31","1586.21","683.5","268.95","65.88","175.71"
"1688","157","73.76","189.76","444.87","1586.42","679.2","268.75","65.24","174.66"
"1689","156.38","73.6","189.06","440.74","1587.08","676.18","268.57","64.56","173.72"
"1690","155.51","73.18","188.64","437.31","1587.96","673.93","268.44","64","172.81"
"1691","154.46","72.52","188.19","434.29","1588.38","672.01","268.02","63.47","171.7"
"1692","153.24","71.93","187.95","431.62","1587.59","670.96","267.15","63.11","170.37"
"1693","151.9","71.39","187.58","429.11","1584.98","670.27","266.09","62.68","168.96"
"1694","150.77","70.91","186.88","427.23","1581.74","670.22","264.92","62.38","167.55"
"1695","149.71","70.45","185.9","425.75","1578.49","669.79","263.67","62.12","166.28"
"1696","148.59","70","184.57","424.8","1574.92","668.84","262.4","61.69","165.28"
"1697","147.62","69.49","183.09","425.02","1571.83","667.79","261.22","61.18","164.61"
"1698","146.57","68.96","181.78","424.75","1567.67","666.36","260.08","60.61","164.42"
"1699","145.78","68.5","180.63","424.37","1562.2","665.05","259.03","60.13","164.48"
"1700","145.01","68.06","179.68","423.98","1556.25","663.83","257.99","59.74","164.41"
"1701","144.31","67.98","179.2","423.94","1550.26","663.12","256.95","59.69","164.24"
"1702","144.04","68.14","178.75","423.65","1544.26","662.07","255.97","59.71","164.02"
"1703","144.18","68.46","179.18","423.29","1538.34","661.45","255.12","59.79","163.73"
"1704","144.45","68.86","179.11","422.45","1535.09","661.11","254.48","59.92","163.3"
"1705","144.7","69.28","178.6","421.18","1531.97","660.02","254.49","59.97","162.79"
"1706","144.73","69.34","177.7","419.91","1528.64","658.43","254.83","60.2","162.16"
"1707","144.46","69.28","176.89","418.57","1525.2","657","255.15","60.44","161.67"
"1708","144.03","69.11","176.09","417.23","1521.63","656.23","255.3","60.65","161.47"
"1709","143.29","68.58","175.31","416.48","1518.66","655.59","255.4","60.81","161.27"
"1710","142.44","68.11","174.42","415.87","1516.79","655.48","255.28","61.03","160.89"
"1711","141.49","67.71","173.41","414.99","1515","655.42","254.67","61.23","160.41"
"1712","140.87","67.32","172.69","413.85","1512.99","654.82","253.11","61.43","159.88"
"1713","140.45","66.69","171.97","412.47","1510.82","653.93","251.34","61.45","159.14"
"1714","140.15","66.05","171.28","410.84","1509.51","652.95","249","61.44","158.32"
"1715","140.06","65.68","171.09","409.28","1508.21","651.03","247.16","61.49","157.5"
"1716","140.37","65.51","171.16","407.76","1507.2","648.53","246.26","61.37","157.05"
"1717","140.67","65.65","171.62","406.59","1506.57","646.39","248.06","60.81","157.04"
"1718","140.86","65.79","172.17","405.58","1505.9","644.05","249.63","60.39","157.33"
"1719","140.91","65.76","172.58","404.79","1504.87","642.44","250.78","60.19","157.39"
"1720","140.78","65.73","172.98","404.68","1503.86","641.48","251.48","60.15","157.15"
"1721","140.55","65.71","173.2","404.89","1502.79","640.82","251.7","60.22","156.77"
"1722","140.25","65.71","173.15","404.78","1501.47","640.88","251.51","60.4","156.29"
"1723","139.69","65.74","172.94","404.6","1500.69","640.69","250.9","60.42","155.75"
"1724","138.87","65.75","172.58","404.64","1499.53","640.04","249.83","60.31","155.19"
"1725","137.99","65.66","171.94","404.78","1497.55","638.57","248.46","60.12","154.64"
"1726","136.78","65.5","171.45","405.13","1495.1","636.95","247.25","59.65","154.15"
"1727","135.78","65.25","170.82","405.31","1492.55","635.14","246.45","59.23","153.73"
"1728","135.05","65","170.03","405.37","1489.79","633.31","245.98","58.81","153.35"
"1729","134.62","64.67","169.1","405.29","1487.48","631.93","245.36","58.49","153.06"
"1730","134.48","64.69","168.08","405.09","1485.4","630.3","244.62","58.27","152.82"
"1731","135.08","64.81","167.17","404.48","1482.6","628.65","243.86","58.23","152.65"
"1732","136.48","65.08","166.4","403.6","1479.34","627.24","243.18","58.74","152.54"
"1733","138.8","65.29","165.68","402.33","1474.84","626.29","242.73","59.06","152.48"
"1734","140.55","65.12","165.23","400.74","1469.3","625.95","242.47","59.19","152.42"
"1735","141.3","64.79","165.19","399.33","1463.55","625.97","242.47","59.18","152.51"
"1736","141.18","64.43","165.31","398.44","1457.45","626.13","242.55","59.1","152.79"
"1737","141.06","64.27","165.77","398.24","1452.52","626.98","242.5","58.86","153.19"
"1738","141.08","64.26","166.26","398.01","1448.18","627.35","241.75","58.73","153.66"
"1739","141.08","64.34","166.92","397.53","1444.56","627.46","240.6","58.42","154.15"
"1740","141.19","64.52","167.53","397.42","1442.64","627.21","239.39","58.05","154.64"
"1741","141.73","64.73","167.91","397.36","1440.95","626.26","238.17","57.52","155.1"
"1742","142.22","65","167.97","396.99","1439.29","625.38","237.02","57.16","155.34"
"1743","142.64","65.28","168.09","396.54","1437.86","624.17","235.97","56.76","155.48"
"1744","142.7","65.47","168.47","395.91","1435.5","622.95","235.05","56.39","155.46"
"1745","142.97","65.14","168.55","395.08","1432.96","621.12","234.28","55.3","155.29"
"1746","142.8","64.66","168.33","394.2","1431.64","619.22","233.67","54.25","154.97"
"1747","142.67","64.22","167.55","393.4","1431.43","617.45","233.25","53.45","154.51"
"1748","142.15","63.8","166.15","391.97","1431.7","616.41","233.01","52.88","153.75"
"1749","141.37","63.45","164.75","390.74","1431.99","616.29","233.02","52.78","152.79"
